run_id,split,route,direction,reversal,temperature_c,load_fraction
train-r1-p-same-000,train,1,1,0,20.0,0.0
train-r1-p-same-001,train,1,1,0,20.0,1.0
train-r1-p-same-002,train,1,1,0,70.0,0.0
train-r1-p-same-003,train,1,1,0,70.0,1.0
train-r1-p-same-004,train,1,1,0,43.66484481691346,0.485129714763596
train-r1-p-same-005,train,1,1,0,52.5490175038146,0.5577060830795029
train-r1-p-same-006,train,1,1,0,29.7294802517643,0.36259064477116354
train-r1-p-same-007,train,1,1,0,69.71686959139483,0.6246420843201659
train-r1-p-same-008,train,1,1,0,69.51516660413046,0.4093453644720063
train-r1-p-same-009,train,1,1,0,46.74230364964102,0.1548263947936801
train-r1-p-same-010,train,1,1,0,65.95760968383497,0.344054724722768
train-r1-p-same-011,train,1,1,0,48.787328670353006,0.27610109451765874
train-r1-p-same-012,train,1,1,0,68.04646835058398,0.5080580472309565
train-r1-p-same-013,train,1,1,0,68.39895700173018,0.585824881229372
train-r1-p-same-014,train,1,1,0,57.54266379885864,0.8584944812358087
train-r1-p-same-015,train,1,1,0,28.287731471275233,0.9705988526255487
train-r1-p-same-016,train,1,1,0,58.23001619954107,0.8251014864759969
train-r1-p-same-017,train,1,1,0,57.571656218471475,0.7054060729967944
train-r1-p-same-018,train,1,1,0,41.742668825324216,0.8749628691008485
train-r1-p-same-019,train,1,1,0,56.05883451813654,0.02843722723935982
train-r1-p-rev-000,train,1,1,1,20.0,0.0
train-r1-p-rev-001,train,1,1,1,20.0,1.0
train-r1-p-rev-002,train,1,1,1,70.0,0.0
train-r1-p-rev-003,train,1,1,1,70.0,1.0
train-r1-p-rev-004,train,1,1,1,47.37697120317297,0.21093883519149859
train-r1-p-rev-005,train,1,1,1,40.837215866306614,0.865534623681539
train-r1-p-rev-006,train,1,1,1,50.48277796277661,0.8717742343455173
train-r1-p-rev-007,train,1,1,1,59.61003479292981,0.49442379605071995
train-r1-p-rev-008,train,1,1,1,46.247793229100765,0.3110735457151109
train-r1-p-rev-009,train,1,1,1,56.22888005884191,0.4601735823792642
train-r1-p-rev-010,train,1,1,1,54.678790807457396,0.8161971175364525
train-r1-p-rev-011,train,1,1,1,49.59853137099084,0.9853799040163509
train-r1-p-rev-012,train,1,1,1,44.68103994227834,0.13251170232668374
train-r1-p-rev-013,train,1,1,1,32.97790219459954,0.5258458413352148
train-r1-p-rev-014,train,1,1,1,63.78901378656465,0.127478673248285
train-r1-p-rev-015,train,1,1,1,38.40320819806588,0.07315777128792067
train-r1-p-rev-016,train,1,1,1,50.12127915627978,0.5238136968288993
train-r1-p-rev-017,train,1,1,1,61.698516851651284,0.2576751844448544
train-r1-p-rev-018,train,1,1,1,20.48054981248488,0.8489340122969161
train-r1-p-rev-019,train,1,1,1,52.386659651613584,0.4852158238137382
train-r2-n-same-000,train,2,-1,0,20.0,0.0
train-r2-n-same-001,train,2,-1,0,20.0,1.0
train-r2-n-same-002,train,2,-1,0,70.0,0.0
train-r2-n-same-003,train,2,-1,0,70.0,1.0
train-r2-n-same-004,train,2,-1,0,34.81855213511544,0.90145315962725
train-r2-n-same-005,train,2,-1,0,49.352328951389374,0.46294750031686027
train-r2-n-same-006,train,2,-1,0,45.62315209749584,0.41999910741785207
train-r2-n-same-007,train,2,-1,0,41.93819305824246,0.05093536298487311
train-r2-n-same-008,train,2,-1,0,47.38263040863316,0.5650317366870591
train-r2-n-same-009,train,2,-1,0,55.19921270374288,0.7458584305173677
train-r2-n-same-010,train,2,-1,0,43.882853613573786,0.3346693913815918
train-r2-n-same-011,train,2,-1,0,45.8723329391242,0.492424399890817
train-r2-n-same-012,train,2,-1,0,42.67120207744893,0.1246713787579784
train-r2-n-same-013,train,2,-1,0,43.068476679629065,0.05899502416644675
train-r2-n-same-014,train,2,-1,0,33.003351260799874,0.41397503778249733
train-r2-n-same-015,train,2,-1,0,42.41011025507077,0.9570595552796363
train-r2-n-same-016,train,2,-1,0,32.152459717343476,0.769692973109638
train-r2-n-same-017,train,2,-1,0,67.226973293312,0.7469193806698341
train-r2-n-same-018,train,2,-1,0,44.75176009017341,0.9401503832450854
train-r2-n-same-019,train,2,-1,0,46.36635236239702,0.7965635603671931
train-r2-n-rev-000,train,2,-1,1,20.0,0.0
train-r2-n-rev-001,train,2,-1,1,20.0,1.0
train-r2-n-rev-002,train,2,-1,1,70.0,0.0
train-r2-n-rev-003,train,2,-1,1,70.0,1.0
train-r2-n-rev-004,train,2,-1,1,53.00926207943711,0.7254144450911246
train-r2-n-rev-005,train,2,-1,1,22.045724067286542,0.19645328949345664
train-r2-n-rev-006,train,2,-1,1,60.1806012926193,0.9804279736065498
train-r2-n-rev-007,train,2,-1,1,28.720352808984206,0.1765825757635826
train-r2-n-rev-008,train,2,-1,1,42.657709888840415,0.05805706260154342
train-r2-n-rev-009,train,2,-1,1,47.286000915306204,0.8120465654120133
train-r2-n-rev-010,train,2,-1,1,27.004566799983653,0.14889470280331962
train-r2-n-rev-011,train,2,-1,1,41.30050016210662,0.42209950698876864
train-r2-n-rev-012,train,2,-1,1,27.140765080259655,0.1175953486892094
train-r2-n-rev-013,train,2,-1,1,58.133302622106704,0.5318679945831182
train-r2-n-rev-014,train,2,-1,1,50.96243359521936,0.3238366649733778
train-r2-n-rev-015,train,2,-1,1,26.000378796321314,0.6473856246581738
train-r2-n-rev-016,train,2,-1,1,50.90605449967617,0.9361806006686875
train-r2-n-rev-017,train,2,-1,1,22.256134052503196,0.347295962938021
train-r2-n-rev-018,train,2,-1,1,65.67777696318558,0.4084084825311888
train-r2-n-rev-019,train,2,-1,1,36.495189704457445,0.6844099665196286
train-r2-p-same-000,train,2,1,0,20.0,0.0
train-r2-p-same-001,train,2,1,0,20.0,1.0
train-r2-p-same-002,train,2,1,0,70.0,0.0
train-r2-p-same-003,train,2,1,0,70.0,1.0
train-r2-p-same-004,train,2,1,0,62.480060999192375,0.06978236416767813
train-r2-p-same-005,train,2,1,0,32.874876064202454,0.4145385705643262
train-r2-p-same-006,train,2,1,0,57.29128440771545,0.7671798142841642
train-r2-p-same-007,train,2,1,0,52.85545004728574,0.22730413490069235
train-r2-p-same-008,train,2,1,0,55.95664437839059,0.21397377767467918
train-r2-p-same-009,train,2,1,0,41.27079330406191,0.16773882530442963
train-r2-p-same-010,train,2,1,0,36.261763528849556,0.2701147134373678
train-r2-p-same-011,train,2,1,0,36.961990909670554,0.23228776760063563
train-r2-p-same-012,train,2,1,0,30.324925407200332,0.6257766686340819
train-r2-p-same-013,train,2,1,0,48.33032590077828,0.9807349101262318
train-r2-p-same-014,train,2,1,0,26.31834997985154,0.7329274799571384
train-r2-p-same-015,train,2,1,0,43.92755641012242,0.7554272783007446
train-r2-p-same-016,train,2,1,0,59.20311589937485,0.5696735777366522
train-r2-p-same-017,train,2,1,0,41.58209601451566,0.4946306150032599
train-r2-p-same-018,train,2,1,0,57.081389890955684,0.6635752367225138
train-r2-p-same-019,train,2,1,0,53.968035963077035,0.16279988773853038
train-r2-p-rev-000,train,2,1,1,20.0,0.0
train-r2-p-rev-001,train,2,1,1,20.0,1.0
train-r2-p-rev-002,train,2,1,1,70.0,0.0
train-r2-p-rev-003,train,2,1,1,70.0,1.0
train-r2-p-rev-004,train,2,1,1,57.18211368833381,0.5118039013932061
train-r2-p-rev-005,train,2,1,1,61.879324972672954,0.9807538541819233
train-r2-p-rev-006,train,2,1,1,44.20721631587122,0.32935754439703824
train-r2-p-rev-007,train,2,1,1,62.3356066354228,0.9790848413589089
train-r2-p-rev-008,train,2,1,1,59.71419332981317,0.18655936750384472
train-r2-p-rev-009,train,2,1,1,66.05269622669958,0.03617852283502132
train-r2-p-rev-010,train,2,1,1,37.13312393578482,0.550076765631572
train-r2-p-rev-011,train,2,1,1,22.886218968437664,0.8336631294627158
train-r2-p-rev-012,train,2,1,1,43.18586600291835,0.24399767005572404
train-r2-p-rev-013,train,2,1,1,52.477824900995394,0.2966861540229586
train-r2-p-rev-014,train,2,1,1,43.13135684471397,0.257541856301583
train-r2-p-rev-015,train,2,1,1,63.033346966395584,0.028334923309453863
train-r2-p-rev-016,train,2,1,1,40.87163238933927,0.8517719692349324
train-r2-p-rev-017,train,2,1,1,52.2120697832166,0.9530872253457016
train-r2-p-rev-018,train,2,1,1,35.99911921781544,0.8032253501008455
train-r2-p-rev-019,train,2,1,1,62.25919379974455,0.3466719227049634
train-r3-n-same-000,train,3,-1,0,20.0,0.0
train-r3-n-same-001,train,3,-1,0,20.0,1.0
train-r3-n-same-002,train,3,-1,0,70.0,0.0
train-r3-n-same-003,train,3,-1,0,70.0,1.0
train-r3-n-same-004,train,3,-1,0,44.6402402788861,0.41196081017973674
train-r3-n-same-005,train,3,-1,0,66.88742839239751,0.5021371282325409
train-r3-n-same-006,train,3,-1,0,32.175091211414305,0.7130644939412676
train-r3-n-same-007,train,3,-1,0,56.390898990269136,0.5728282929451307
train-r3-n-same-008,train,3,-1,0,59.99343129641558,0.5168655680272806
train-r3-n-same-009,train,3,-1,0,32.951172636877565,0.20769065810767362
train-r3-n-same-010,train,3,-1,0,41.06492186672703,0.18425683714901975
train-r3-n-same-011,train,3,-1,0,21.969502121644933,0.3048926588021078
train-r3-n-same-012,train,3,-1,0,50.92997578921753,0.25654430030015407
train-r3-n-same-013,train,3,-1,0,34.357231359028034,0.9532209536634757
train-r3-n-same-014,train,3,-1,0,39.842452780926926,0.8820951200304579
train-r3-n-same-015,train,3,-1,0,54.40867971393589,0.6727959045025909
train-r3-n-same-016,train,3,-1,0,20.44046565866726,0.7785358817832434
train-r3-n-same-017,train,3,-1,0,62.5754627090926,0.7245749148426217
train-r3-n-same-018,train,3,-1,0,42.97611731463448,0.35484668669427333
train-r3-n-same-019,train,3,-1,0,52.59657767492829,0.31234918166240144
train-r3-n-rev-000,train,3,-1,1,20.0,0.0
train-r3-n-rev-001,train,3,-1,1,20.0,1.0
train-r3-n-rev-002,train,3,-1,1,70.0,0.0
train-r3-n-rev-003,train,3,-1,1,70.0,1.0
train-r3-n-rev-004,train,3,-1,1,47.777996634656944,0.05620374011158502
train-r3-n-rev-005,train,3,-1,1,38.205640670830405,0.23706242075043205
train-r3-n-rev-006,train,3,-1,1,62.00712499833426,0.5188873646835441
train-r3-n-rev-007,train,3,-1,1,44.02079646812793,0.2719995079524701
train-r3-n-rev-008,train,3,-1,1,31.382623318779434,0.94335150535153
train-r3-n-rev-009,train,3,-1,1,57.336829833207915,0.13133390833255687
train-r3-n-rev-010,train,3,-1,1,41.14881992394202,0.13420007674014123
train-r3-n-rev-011,train,3,-1,1,42.50629971051686,0.3122250120982375
train-r3-n-rev-012,train,3,-1,1,41.85663329958683,0.19940913507459168
train-r3-n-rev-013,train,3,-1,1,38.50538678555829,0.9998884787635463
train-r3-n-rev-014,train,3,-1,1,35.47777667999672,0.5222970903016689
train-r3-n-rev-015,train,3,-1,1,57.98750260029005,0.08265693635939986
train-r3-n-rev-016,train,3,-1,1,62.42330653019493,0.5241274400952449
train-r3-n-rev-017,train,3,-1,1,54.52679569577485,0.4496191523645724
train-r3-n-rev-018,train,3,-1,1,43.484646840677705,0.34302235791634283
train-r3-n-rev-019,train,3,-1,1,27.40350631379851,0.5101011777636206
train-r3-p-same-000,train,3,1,0,20.0,0.0
train-r3-p-same-001,train,3,1,0,20.0,1.0
train-r3-p-same-002,train,3,1,0,70.0,0.0
train-r3-p-same-003,train,3,1,0,70.0,1.0
train-r3-p-same-004,train,3,1,0,47.315812541842256,0.5907723182174882
train-r3-p-same-005,train,3,1,0,29.720376874987785,0.34865133760681755
train-r3-p-same-006,train,3,1,0,43.99636335613032,0.43503734754981893
train-r3-p-same-007,train,3,1,0,59.41516967673041,0.8288608648800376
train-r3-p-same-008,train,3,1,0,59.27937433299312,0.5117964318600412
train-r3-p-same-009,train,3,1,0,23.15773617191337,0.3459761327421924
train-r3-p-same-010,train,3,1,0,58.850314104143884,0.17655523322562017
train-r3-p-same-011,train,3,1,0,43.12272026217464,0.20226628597404195
train-r3-p-same-012,train,3,1,0,28.337543697828675,0.13603594192295076
train-r3-p-same-013,train,3,1,0,22.235209434259993,0.5298069715817842
train-r3-p-same-014,train,3,1,0,21.7641052229433,0.7903581807913574
train-r3-p-same-015,train,3,1,0,50.25126222127251,0.8430383259865041
train-r3-p-same-016,train,3,1,0,50.61448451900624,0.45615397516174305
train-r3-p-same-017,train,3,1,0,27.850321193089005,0.3609648959927175
train-r3-p-same-018,train,3,1,0,23.466739925168238,0.8602241468046823
train-r3-p-same-019,train,3,1,0,41.12762897938907,0.5985770119644039
train-r3-p-rev-000,train,3,1,1,20.0,0.0
train-r3-p-rev-001,train,3,1,1,20.0,1.0
train-r3-p-rev-002,train,3,1,1,70.0,0.0
train-r3-p-rev-003,train,3,1,1,70.0,1.0
train-r3-p-rev-004,train,3,1,1,36.807074267566314,0.26241764726642147
train-r3-p-rev-005,train,3,1,1,65.37979721304578,0.5410801228375804
train-r3-p-rev-006,train,3,1,1,65.76294637982843,0.7680001499683325
train-r3-p-rev-007,train,3,1,1,52.92552650178166,0.961911041228852
train-r3-p-rev-008,train,3,1,1,30.416291333394867,0.14353550742435295
train-r3-p-rev-009,train,3,1,1,41.0536980447491,0.583038385843226
train-r3-p-rev-010,train,3,1,1,65.58495828392176,0.5739996983740833
train-r3-p-rev-011,train,3,1,1,26.60182069809439,0.7269295577725331
train-r3-p-rev-012,train,3,1,1,28.589525648760528,0.8340670068075201
train-r3-p-rev-013,train,3,1,1,30.968794886401824,0.4253184419981162
train-r3-p-rev-014,train,3,1,1,60.17388273377128,0.8515031283914634
train-r3-p-rev-015,train,3,1,1,51.97987950321727,0.9922219461264419
train-r3-p-rev-016,train,3,1,1,21.95222371350822,0.2882837930113413
train-r3-p-rev-017,train,3,1,1,65.15871337167016,0.4985275700506969
train-r3-p-rev-018,train,3,1,1,65.54623078744851,0.8838987189776984
train-r3-p-rev-019,train,3,1,1,48.64712201718173,0.29722004484474407
calibration-r1-n-same-000,calibration,1,-1,0,20.0,0.0
calibration-r1-n-same-001,calibration,1,-1,0,20.0,1.0
calibration-r1-n-same-002,calibration,1,-1,0,70.0,0.0
calibration-r1-n-same-003,calibration,1,-1,0,70.0,1.0
calibration-r1-n-same-004,calibration,1,-1,0,47.912565144906836,0.35738413307132566
calibration-r1-n-same-005,calibration,1,-1,0,22.75065976274344,0.8214377225525016
calibration-r1-n-same-006,calibration,1,-1,0,28.559831127099343,0.09337099073496058
calibration-r1-n-same-007,calibration,1,-1,0,65.33846800838455,0.29451942419433164
calibration-r1-n-same-008,calibration,1,-1,0,51.503233452998785,0.585845006838907
calibration-r1-n-same-009,calibration,1,-1,0,25.34711715399733,0.5348640523391313
calibration-r1-n-same-010,calibration,1,-1,0,42.90295933500131,0.008443167682211428
calibration-r1-n-same-011,calibration,1,-1,0,49.15072747818804,0.3743716882818712
calibration-r1-n-same-012,calibration,1,-1,0,28.618956546136374,0.6981250172538316
calibration-r1-n-same-013,calibration,1,-1,0,36.62797955334062,0.6661314574689774
calibration-r1-n-same-014,calibration,1,-1,0,60.26072361751661,0.9190966131586423
calibration-r1-n-same-015,calibration,1,-1,0,25.89025390322958,0.3773431259963532
calibration-r1-n-same-016,calibration,1,-1,0,46.486859784394014,0.7250205302275959
calibration-r1-n-same-017,calibration,1,-1,0,35.548581012532466,0.18344167772048237
calibration-r1-n-same-018,calibration,1,-1,0,20.796412804750503,0.1403744621985804
calibration-r1-n-same-019,calibration,1,-1,0,25.00640217012637,0.4428424426767681
calibration-r1-n-same-020,calibration,1,-1,0,32.73436361903106,0.6437964977536913
calibration-r1-n-same-021,calibration,1,-1,0,27.7216115099233,0.9682518208447164
calibration-r1-n-same-022,calibration,1,-1,0,49.137739531299545,0.8540540906745893
calibration-r1-n-same-023,calibration,1,-1,0,41.6627500406553,0.6211626982995765
calibration-r1-n-rev-000,calibration,1,-1,1,20.0,0.0
calibration-r1-n-rev-001,calibration,1,-1,1,20.0,1.0
calibration-r1-n-rev-002,calibration,1,-1,1,70.0,0.0
calibration-r1-n-rev-003,calibration,1,-1,1,70.0,1.0
calibration-r1-n-rev-004,calibration,1,-1,1,49.406350885221805,0.6132314801655578
calibration-r1-n-rev-005,calibration,1,-1,1,67.37726704194012,0.25959341900393684
calibration-r1-n-rev-006,calibration,1,-1,1,21.605162025256973,0.4868152294361392
calibration-r1-n-rev-007,calibration,1,-1,1,24.621789716790946,0.8721455612060227
calibration-r1-n-rev-008,calibration,1,-1,1,26.018381992889527,0.17923326556556374
calibration-r1-n-rev-009,calibration,1,-1,1,57.472271949025895,0.517329598747797
calibration-r1-n-rev-010,calibration,1,-1,1,22.71549931891507,0.10983805368110289
calibration-r1-n-rev-011,calibration,1,-1,1,69.92701375651963,0.7351778893441265
calibration-r1-n-rev-012,calibration,1,-1,1,27.563418131487857,0.08549760717838739
calibration-r1-n-rev-013,calibration,1,-1,1,39.622512880288106,0.43442008731452286
calibration-r1-n-rev-014,calibration,1,-1,1,67.66090467733831,0.721289453240578
calibration-r1-n-rev-015,calibration,1,-1,1,43.57304358367438,0.23465216378477427
calibration-r1-n-rev-016,calibration,1,-1,1,46.15409698904494,0.6906364885370666
calibration-r1-n-rev-017,calibration,1,-1,1,63.817831986824466,0.09647871074310954
calibration-r1-n-rev-018,calibration,1,-1,1,45.13889696824102,0.5245247318861194
calibration-r1-n-rev-019,calibration,1,-1,1,24.69113065488303,0.7366053659210742
calibration-r1-n-rev-020,calibration,1,-1,1,26.67799431381318,0.7887741645801565
calibration-r1-n-rev-021,calibration,1,-1,1,51.791531870624766,0.7847938163234992
calibration-r1-n-rev-022,calibration,1,-1,1,52.08746799239962,0.43769266210938884
calibration-r1-n-rev-023,calibration,1,-1,1,57.53623561760199,0.6722325906602953
calibration-r1-p-same-000,calibration,1,1,0,20.0,0.0
calibration-r1-p-same-001,calibration,1,1,0,20.0,1.0
calibration-r1-p-same-002,calibration,1,1,0,70.0,0.0
calibration-r1-p-same-003,calibration,1,1,0,70.0,1.0
calibration-r1-p-same-004,calibration,1,1,0,44.89780856435772,0.6299824255742574
calibration-r1-p-same-005,calibration,1,1,0,47.17996300249025,0.9306249977621232
calibration-r1-p-same-006,calibration,1,1,0,66.19339810244746,0.22525963285141348
calibration-r1-p-same-007,calibration,1,1,0,48.116389609265156,0.9423060996567044
calibration-r1-p-same-008,calibration,1,1,0,56.804207975401084,0.5847906507696111
calibration-r1-p-same-009,calibration,1,1,0,44.18814390818473,0.6657279874537664
calibration-r1-p-same-010,calibration,1,1,0,57.4455830154864,0.3557072961459833
calibration-r1-p-same-011,calibration,1,1,0,54.43759210713273,0.33477806123080256
calibration-r1-p-same-012,calibration,1,1,0,55.63708142723993,0.956382429705676
calibration-r1-p-same-013,calibration,1,1,0,25.72656985642732,0.7271445063878791
calibration-r1-p-same-014,calibration,1,1,0,35.37518638439499,0.3329890101671843
calibration-r1-p-same-015,calibration,1,1,0,39.60690331888867,0.34394628513506664
calibration-r1-p-same-016,calibration,1,1,0,65.7653923920553,0.12314296326353835
calibration-r1-p-same-017,calibration,1,1,0,61.48171400270398,0.374113839764631
calibration-r1-p-same-018,calibration,1,1,0,44.459955895528125,0.44913450101231045
calibration-r1-p-same-019,calibration,1,1,0,62.64114155029168,0.5492672679802708
calibration-r1-p-same-020,calibration,1,1,0,29.842679238157025,0.14895781451067158
calibration-r1-p-same-021,calibration,1,1,0,64.55940794296926,0.7491464315216377
calibration-r1-p-same-022,calibration,1,1,0,44.50176946462589,0.8117308927422774
calibration-r1-p-same-023,calibration,1,1,0,59.18091738745984,0.038915706167641284
calibration-r1-p-rev-000,calibration,1,1,1,20.0,0.0
calibration-r1-p-rev-001,calibration,1,1,1,20.0,1.0
calibration-r1-p-rev-002,calibration,1,1,1,70.0,0.0
calibration-r1-p-rev-003,calibration,1,1,1,70.0,1.0
calibration-r1-p-rev-004,calibration,1,1,1,25.295340603139948,0.28240015117349626
calibration-r1-p-rev-005,calibration,1,1,1,48.75042217541071,0.9932439302285123
calibration-r1-p-rev-006,calibration,1,1,1,69.83849523171875,0.14409010753548768
calibration-r1-p-rev-007,calibration,1,1,1,62.31026613218784,0.6720270258091737
calibration-r1-p-rev-008,calibration,1,1,1,31.241778709913724,0.22914117807251455
calibration-r1-p-rev-009,calibration,1,1,1,27.136512239114428,0.31028678023275313
calibration-r1-p-rev-010,calibration,1,1,1,22.930868731550834,0.3732455867961695
calibration-r1-p-rev-011,calibration,1,1,1,41.58695209208292,0.2965548283202235
calibration-r1-p-rev-012,calibration,1,1,1,27.072453516283627,0.2780553550894429
calibration-r1-p-rev-013,calibration,1,1,1,30.357712782832813,0.7105774428289491
calibration-r1-p-rev-014,calibration,1,1,1,33.86783341438056,0.24139547103897185
calibration-r1-p-rev-015,calibration,1,1,1,24.79911133085456,0.522542124148373
calibration-r1-p-rev-016,calibration,1,1,1,41.24179136276044,0.9098732777398937
calibration-r1-p-rev-017,calibration,1,1,1,69.6952784661689,0.5309641588174269
calibration-r1-p-rev-018,calibration,1,1,1,47.15710758686668,0.6457330707781505
calibration-r1-p-rev-019,calibration,1,1,1,69.15977424196637,0.87928047352981
calibration-r1-p-rev-020,calibration,1,1,1,69.78259061505611,0.6022480486163415
calibration-r1-p-rev-021,calibration,1,1,1,67.83234367683858,0.5044150920356951
calibration-r1-p-rev-022,calibration,1,1,1,64.35321753511712,0.45457992425576976
calibration-r1-p-rev-023,calibration,1,1,1,40.11300323263734,0.2840197886026504
calibration-r2-n-same-000,calibration,2,-1,0,20.0,0.0
calibration-r2-n-same-001,calibration,2,-1,0,20.0,1.0
calibration-r2-n-same-002,calibration,2,-1,0,70.0,0.0
calibration-r2-n-same-003,calibration,2,-1,0,70.0,1.0
calibration-r2-n-same-004,calibration,2,-1,0,62.73200197449085,0.6043948308748903
calibration-r2-n-same-005,calibration,2,-1,0,23.472890749337083,0.5498801444933002
calibration-r2-n-same-006,calibration,2,-1,0,60.77609705248547,0.5194566770588706
calibration-r2-n-same-007,calibration,2,-1,0,20.78508728071372,0.6499508747617087
calibration-r2-n-same-008,calibration,2,-1,0,38.09574446737153,0.2892634020875453
calibration-r2-n-same-009,calibration,2,-1,0,51.61454143733951,0.640121002826245
calibration-r2-n-same-010,calibration,2,-1,0,42.55089620127369,0.17988702634556886
calibration-r2-n-same-011,calibration,2,-1,0,37.65253791933448,0.5589207747577273
calibration-r2-n-same-012,calibration,2,-1,0,21.640307846991856,0.1899792127717409
calibration-r2-n-same-013,calibration,2,-1,0,51.0877473018873,0.9059227786899505
calibration-r2-n-same-014,calibration,2,-1,0,31.875844583369815,0.18131164584960213
calibration-r2-n-same-015,calibration,2,-1,0,68.59227723027348,0.2422072645463237
calibration-r2-n-same-016,calibration,2,-1,0,53.3396515356124,0.46215270379149465
calibration-r2-n-same-017,calibration,2,-1,0,50.763705781405605,0.6170730834979818
calibration-r2-n-same-018,calibration,2,-1,0,41.969020102694756,0.5403484083001031
calibration-r2-n-same-019,calibration,2,-1,0,59.436660941799616,0.7893789897749957
calibration-r2-n-same-020,calibration,2,-1,0,66.31109182607355,0.4212698674505674
calibration-r2-n-same-021,calibration,2,-1,0,52.61928235336734,0.0611496259205252
calibration-r2-n-same-022,calibration,2,-1,0,25.320527249557156,0.7037322367421108
calibration-r2-n-same-023,calibration,2,-1,0,21.983276129039663,0.5065126486559062
calibration-r2-n-rev-000,calibration,2,-1,1,20.0,0.0
calibration-r2-n-rev-001,calibration,2,-1,1,20.0,1.0
calibration-r2-n-rev-002,calibration,2,-1,1,70.0,0.0
calibration-r2-n-rev-003,calibration,2,-1,1,70.0,1.0
calibration-r2-n-rev-004,calibration,2,-1,1,66.08005057905078,0.035267889561694354
calibration-r2-n-rev-005,calibration,2,-1,1,30.973802103252766,0.07225051432694396
calibration-r2-n-rev-006,calibration,2,-1,1,50.15841549949332,0.4534081607464455
calibration-r2-n-rev-007,calibration,2,-1,1,35.71621839693128,0.648990246193574
calibration-r2-n-rev-008,calibration,2,-1,1,43.2017276972566,0.4652333686419782
calibration-r2-n-rev-009,calibration,2,-1,1,66.34130007232022,0.9141906121056803
calibration-r2-n-rev-010,calibration,2,-1,1,68.85667533585277,0.03431403959488011
calibration-r2-n-rev-011,calibration,2,-1,1,24.058625972201895,0.8499464931819943
calibration-r2-n-rev-012,calibration,2,-1,1,22.979547077697404,0.6729397684823266
calibration-r2-n-rev-013,calibration,2,-1,1,49.40820422970824,0.1443610447146526
calibration-r2-n-rev-014,calibration,2,-1,1,26.031096806933594,0.18939791560058328
calibration-r2-n-rev-015,calibration,2,-1,1,26.449628703553316,0.2337407447335782
calibration-r2-n-rev-016,calibration,2,-1,1,36.77537860659919,0.4234308487060804
calibration-r2-n-rev-017,calibration,2,-1,1,25.69596028297532,0.9255965023805216
calibration-r2-n-rev-018,calibration,2,-1,1,56.89801383785613,0.3471828768900248
